,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
33872,539304,21535,RED RETROSPOT SMALL MILK JUG,144,2010-12-16 17:36:00,2.1,16684.0,United Kingdom
33905,539307,21112,"SWISS ROLL TOWEL, PINK  SPOTS",120,2010-12-16 17:43:00,1.25,13694.0,United Kingdom
33910,539307,21879,HEARTS GIFT TAPE,120,2010-12-16 17:43:00,0.19,13694.0,United Kingdom
33911,539307,21880,RED RETROSPOT TAPE,120,2010-12-16 17:43:00,0.19,13694.0,United Kingdom
33913,539307,21882,SKULLS TAPE,192,2010-12-16 17:43:00,0.19,13694.0,United Kingdom
33914,539307,21881,CUTE CATS TAPE,144,2010-12-16 17:43:00,0.19,13694.0,United Kingdom
33915,539307,21884,CAKES AND BOWS GIFT  TAPE,144,2010-12-16 17:43:00,0.19,13694.0,United Kingdom
33920,539307,22608,PENS ASSORTED FUNKY JEWELED ,180,2010-12-16 17:43:00,0.21,13694.0,United Kingdom
33921,539307,22610,PENS ASSORTED FUNNY FACE,180,2010-12-16 17:43:00,0.21,13694.0,United Kingdom
33926,539307,22834,HAND WARMER BABUSHKA DESIGN,120,2010-12-16 17:43:00,0.85,13694.0,United Kingdom
33935,539307,90057,DIAMANTE RING ASSORTED IN BOX.,240,2010-12-16 17:43:00,1.25,13694.0,United Kingdom
34301,539331,20733,GOLD MINI TAPE MEASURE ,300,2010-12-17 09:39:00,0.72,16013.0,United Kingdom
34302,539332,22197,SMALL POPCORN HOLDER,200,2010-12-17 09:45:00,0.72,12931.0,United Kingdom
36204,539443,22988,SOLDIERS EGG CUP ,144,2010-12-17 15:52:00,1.06,14031.0,United Kingdom
36907,539453,22791,T-LIGHT GLASS FLUTED ANTIQUE,104,2010-12-17 17:08:00,2.51,,United Kingdom
37435,539465,21844,RED RETROSPOT MUG,144,2010-12-19 11:38:00,2.55,16684.0,United Kingdom
37436,539465,22659,LUNCH BOX I LOVE LONDON,128,2010-12-19 11:38:00,1.65,16684.0,United Kingdom
37444,539465,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,144,2010-12-19 11:38:00,1.69,16684.0,United Kingdom
37936,539489,21535,RED RETROSPOT SMALL MILK JUG,120,2010-12-20 09:41:00,2.1,16684.0,United Kingdom
38261,539494,21479,?,752,2010-12-20 10:36:00,0.0,,United Kingdom
38463,539578,84992,72 SWEETHEART FAIRY CAKE CASES,720,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38464,539578,84991,60 TEATIME FAIRY CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38465,539578,21977,PACK OF 60 PINK PAISLEY CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38466,539578,21975,PACK OF 60 DINOSAUR CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38467,539578,21213,PACK OF 72 SKULL CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38468,539578,21212,PACK OF 72 RETROSPOT CAKE CASES,960,2010-12-20 12:45:00,0.4,13027.0,United Kingdom
38549,539586,22610,PENS ASSORTED FUNNY FACE,108,2010-12-20 13:08:00,0.21,14298.0,United Kingdom
38550,539586,22609,PENS ASSORTED SPACEBALL,108,2010-12-20 13:08:00,0.21,14298.0,United Kingdom
38551,539586,22608,PENS ASSORTED FUNKY JEWELED ,108,2010-12-20 13:08:00,0.21,14298.0,United Kingdom
38560,539586,85212,MINI PAINTED GARDEN DECORATION ,144,2010-12-20 13:08:00,0.21,14298.0,United Kingdom
38566,539586,70006,LOVE HEART POCKET WARMER,270,2010-12-20 13:08:00,0.42,14298.0,United Kingdom
39051,539628,16033,MINI HIGHLIGHTER PENS,120,2010-12-20 14:49:00,0.12,18097.0,United Kingdom
40060,539721,22616,PACK OF 12 LONDON TISSUES ,1296,2010-12-21 13:34:00,0.25,17306.0,United Kingdom
40953,539750,22114,HOT WATER BOTTLE TEA AND SYMPATHY,210,2010-12-21 15:40:00,9.32,,United Kingdom
40960,539750,22355,CHARLOTTE BAG SUKI DESIGN,172,2010-12-21 15:40:00,2.51,,United Kingdom
41029,539750,84029E,RED WOOLLY HOTTIE WHITE HEART.,215,2010-12-21 15:40:00,8.47,,United Kingdom
41030,539750,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,129,2010-12-21 15:40:00,8.47,,United Kingdom
41035,539750,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,138,2010-12-21 15:40:00,5.91,,United Kingdom
41057,539750,20719,WOODLAND CHARLOTTE BAG,116,2010-12-21 15:40:00,2.51,,United Kingdom
41059,539750,20724,RED RETROSPOT CHARLOTTE BAG,135,2010-12-21 15:40:00,2.51,,United Kingdom
41093,539750,21479,WHITE SKULL HOT WATER BOTTLE ,197,2010-12-21 15:40:00,8.47,,United Kingdom
41253,539762,62018,SOMBRERO ,400,2010-12-22 10:29:00,1.25,13953.0,United Kingdom
41263,539764,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,120,2010-12-22 11:07:00,1.06,14533.0,United Kingdom
42517,540002,21790,VINTAGE SNAP CARDS,144,2011-01-04 10:23:00,0.72,16656.0,United Kingdom
42884,540025,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,192,2011-01-04 13:22:00,0.19,17428.0,United Kingdom
43449,540059,70006,LOVE HEART POCKET WARMER,120,2011-01-04 14:33:00,0.42,17457.0,United Kingdom
43551,540096,22609,PENS ASSORTED SPACEBALL,144,2011-01-04 15:43:00,0.21,13253.0,United Kingdom
43552,540096,22608,PENS ASSORTED FUNKY JEWELED ,144,2011-01-04 15:43:00,0.21,13253.0,United Kingdom
43746,540122,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,120,2011-01-05 10:39:00,0.42,13694.0,United Kingdom
43750,540122,22609,PENS ASSORTED SPACEBALL,180,2011-01-05 10:39:00,0.21,13694.0,United Kingdom
43753,540122,22834,HAND WARMER BABUSHKA DESIGN,144,2011-01-05 10:39:00,0.85,13694.0,United Kingdom
43754,540122,84819,DANISH ROSE ROUND SEWING BOX,160,2011-01-05 10:39:00,0.85,13694.0,United Kingdom
43755,540122,84817,DANISH ROSE DECORATIVE PLATE,120,2011-01-05 10:39:00,0.42,13694.0,United Kingdom
43758,540122,84821,DANISH ROSE DELUXE COASTER,120,2011-01-05 10:39:00,0.21,13694.0,United Kingdom
43772,540126,22378,WALL TIDY RETROSPOT ,150,2011-01-05 10:45:00,0.85,13798.0,United Kingdom
43773,540126,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,108,2011-01-05 10:45:00,1.25,13798.0,United Kingdom
43777,540130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2011-01-05 10:46:00,2.55,13798.0,United Kingdom
44214,540159,21403,BLUE EGG  SPOON,144,2011-01-05 11:47:00,0.36,16112.0,United Kingdom
44215,540160,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,216,2011-01-05 11:50:00,3.39,15769.0,United Kingdom
44216,540160,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,216,2011-01-05 11:50:00,3.39,15769.0,United Kingdom
44217,540160,22379,RECYCLING BAG RETROSPOT ,600,2011-01-05 11:50:00,1.85,15769.0,United Kingdom
44230,540161,17003,BROCADE RING PURSE ,108,2011-01-05 11:52:00,0.21,16719.0,United Kingdom
44313,540166,85099B,JUMBO BAG RED RETROSPOT,200,2011-01-05 12:09:00,1.65,13629.0,United Kingdom
44426,540175,79321,CHILLI LIGHTS,480,2011-01-05 12:37:00,3.98,16532.0,United Kingdom
44562,540181,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-01-05 13:09:00,0.72,13199.0,United Kingdom
44571,540183,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-01-05 13:37:00,0.21,15093.0,United Kingdom
44653,540187,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,240,2011-01-05 13:53:00,0.29,15358.0,United Kingdom
44904,540245,21787,RAIN PONCHO RETROSPOT,144,2011-01-05 15:42:00,0.65,13082.0,United Kingdom
44906,540245,17003,BROCADE RING PURSE ,720,2011-01-05 15:42:00,0.16,13082.0,United Kingdom
45486,540262,47591D,PINK FAIRY CAKE CHILDRENS APRON,147,2011-01-06 10:01:00,1.65,14045.0,United Kingdom
45492,540264,22197,SMALL POPCORN HOLDER,600,2011-01-06 10:20:00,0.72,17949.0,United Kingdom
45635,540273,20866,BLUE ROSE FABRIC MIRROR,120,2011-01-06 11:57:00,1.06,17368.0,United Kingdom
45706,540277,21086,SET/6 RED SPOTTY PAPER CUPS,216,2011-01-06 12:18:00,0.53,14258.0,United Kingdom
45709,540277,85175,CACTI T-LIGHT CANDLES,256,2011-01-06 12:18:00,0.36,14258.0,United Kingdom
46704,540357,21876,POTTERING MUG,108,2011-01-06 15:14:00,0.42,13093.0,United Kingdom
46705,540357,21873,IF YOU CAN'T STAND THE HEAT MUG,108,2011-01-06 15:14:00,0.42,13093.0,United Kingdom
46774,540361,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-01-06 15:41:00,0.55,13408.0,United Kingdom
46809,540363,40016,CHINESE DRAGON PAPER LANTERNS,600,2011-01-06 15:54:00,0.25,12971.0,United Kingdom
46987,540372,15034,PAPER POCKET TRAVELING FAN ,168,2011-01-06 16:41:00,0.14,13081.0,United Kingdom
47193,540396,37370,RETRO COFFEE MUGS ASSORTED,144,2011-01-06 18:33:00,1.06,14031.0,United Kingdom
47198,540396,22988,SOLDIERS EGG CUP ,144,2011-01-06 18:33:00,1.06,14031.0,United Kingdom
47292,540405,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-07 09:50:00,0.42,14828.0,United Kingdom
47295,540405,40016,CHINESE DRAGON PAPER LANTERNS,600,2011-01-07 09:50:00,0.25,14828.0,United Kingdom
47310,540408,85123A,WHITE HANGING HEART T-LIGHT HOLDER,250,2011-01-07 09:55:00,2.55,16013.0,United Kingdom
47846,540420,84826,ASSTD DESIGN 3D PAPER STICKERS,120,2011-01-07 11:13:00,0.21,12829.0,United Kingdom
47847,540420,84827,ASS DES PHONE SPONGE CRAFT STICKER,120,2011-01-07 11:13:00,0.19,12829.0,United Kingdom
48855,540478,20711,JUMBO BAG TOYS ,200,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
48856,540478,20713,JUMBO BAG OWLS,300,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
48857,540478,85099F,JUMBO BAG STRAWBERRY,300,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
48858,540478,22385,JUMBO BAG SPACEBOY DESIGN,200,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
48860,540478,22386,JUMBO BAG PINK POLKADOT,200,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
48862,540478,85099B,JUMBO BAG RED RETROSPOT,400,2011-01-07 14:53:00,1.65,15769.0,United Kingdom
49211,540507,22570,FELTCRAFT CUSHION RABBIT,192,2011-01-09 11:20:00,3.39,12939.0,United Kingdom
49213,540507,22569,FELTCRAFT CUSHION BUTTERFLY,144,2011-01-09 11:20:00,3.39,12939.0,United Kingdom
51047,540636,20985,HEART CALCULATOR,200,2011-01-10 12:04:00,1.06,17381.0,United Kingdom
51193,540645,85016,SET OF 6 VINTAGE NOTELETS KIT,144,2011-01-10 14:20:00,0.65,14060.0,United Kingdom
51199,540645,40016,CHINESE DRAGON PAPER LANTERNS,144,2011-01-10 14:20:00,0.42,14060.0,United Kingdom
51651,540648,71459,HANGING JAM JAR T-LIGHT HOLDER,240,2011-01-10 14:58:00,0.72,15061.0,United Kingdom
51700,540671,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-01-10 15:35:00,1.06,17739.0,United Kingdom
51757,540673,21644,found,144,2011-01-10 16:04:00,0.0,,United Kingdom
52131,540689,21733,RED HANGING HEART T-LIGHT HOLDER,860,2011-01-11 08:43:00,3.24,17450.0,United Kingdom
52132,540689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1010,2011-01-11 08:43:00,3.24,17450.0,United Kingdom
52133,540689,22469,HEART OF WICKER SMALL,1356,2011-01-11 08:43:00,1.93,17450.0,United Kingdom
52134,540689,22470,HEART OF WICKER LARGE,1284,2011-01-11 08:43:00,3.21,17450.0,United Kingdom
52260,540698,21621,VINTAGE UNION JACK BUNTING,186,2011-01-11 09:24:00,8.87,17450.0,United Kingdom
52261,540698,21906,PHARMACIE FIRST AID TIN,114,2011-01-11 09:24:00,7.13,17450.0,United Kingdom
52262,540699,POST,,1000,2011-01-11 09:32:00,0.0,,United Kingdom
52286,540701,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-11 09:48:00,1.45,15640.0,United Kingdom
52312,540703,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2011-01-11 09:58:00,0.42,14135.0,United Kingdom
52314,540703,17021,NAMASTE SWAGAT INCENSE,600,2011-01-11 09:58:00,0.24,14135.0,United Kingdom
52350,540768,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,216,2011-01-11 10:38:00,1.25,17428.0,United Kingdom
52353,540768,22951,60 CAKE CASES DOLLY GIRL DESIGN,120,2011-01-11 10:38:00,0.42,17428.0,United Kingdom
52520,540798,16011,ANIMAL STICKERS,120,2011-01-11 12:11:00,0.21,17365.0,United Kingdom
52709,540815,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1930,2011-01-11 12:55:00,2.55,15749.0,United Kingdom
52710,540815,21175,GIN + TONIC DIET METAL SIGN,2000,2011-01-11 12:55:00,1.85,15749.0,United Kingdom
52711,540815,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3114,2011-01-11 12:55:00,2.1,15749.0,United Kingdom
52771,540818,47556B,TEA TIME TEA TOWELS ,1300,2011-01-11 12:57:00,2.55,15749.0,United Kingdom
52772,540818,48185,DOORMAT FAIRY CAKE,670,2011-01-11 12:57:00,6.75,15749.0,United Kingdom
53321,540832,22355,CHARLOTTE BAG SUKI DESIGN,111,2011-01-11 14:42:00,2.46,,United Kingdom
53370,540832,20676,RED RETROSPOT BOWL,211,2011-01-11 14:42:00,1.63,,United Kingdom
54228,540906,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-12 11:51:00,0.42,16701.0,United Kingdom
55826,540999,22834,HAND WARMER BABUSHKA DESIGN,120,2011-01-13 10:08:00,0.85,13694.0,United Kingdom
55836,540999,20803,SMALL PINK GLASS SUNDAE DISH,144,2011-01-13 10:08:00,0.42,13694.0,United Kingdom
56182,541088,84754,S/15 SILVER GLASS BAUBLES IN BAG,144,2011-01-13 12:41:00,1.06,15513.0,United Kingdom
56653,541105,85099F,JUMBO BAG STRAWBERRY,200,2011-01-13 14:34:00,1.65,16029.0,United Kingdom
56654,541105,22386,JUMBO BAG PINK POLKADOT,200,2011-01-13 14:34:00,1.65,16029.0,United Kingdom
56655,541106,79000,MOROCCAN TEA GLASS,288,2011-01-13 14:50:00,0.65,18092.0,United Kingdom
57671,541216,21774,DECORATIVE CATS BATHROOM BOTTLE,288,2011-01-14 13:52:00,0.42,15311.0,United Kingdom
58394,541239,22197,SMALL POPCORN HOLDER,200,2011-01-16 10:56:00,0.72,16401.0,United Kingdom
58498,541247,72741,GRAND CHOCOLATECANDLE,648,2011-01-16 12:44:00,1.25,12989.0,United Kingdom
58810,541263,21213,PACK OF 72 SKULL CAKE CASES,120,2011-01-16 16:10:00,0.42,16843.0,United Kingdom
58811,541263,84991,60 TEATIME FAIRY CAKE CASES,120,2011-01-16 16:10:00,0.42,16843.0,United Kingdom
59440,541287,22710,WRAP I LOVE LONDON ,400,2011-01-17 13:09:00,0.34,14101.0,United Kingdom
59441,541287,22900, SET 2 TEA TOWELS I LOVE LONDON ,200,2011-01-17 13:09:00,2.55,14101.0,United Kingdom
59769,541407,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,144,2011-01-17 15:31:00,1.06,13199.0,United Kingdom
59782,541409,22469,HEART OF WICKER SMALL,120,2011-01-17 15:50:00,1.45,13246.0,United Kingdom
61548,541425,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-01-18 08:43:00,0.55,15513.0,United Kingdom
61619,541431,23166,MEDIUM CERAMIC TOP STORAGE JAR,74215,2011-01-18 10:01:00,1.04,12346.0,United Kingdom
61671,541479,17003,BROCADE RING PURSE ,720,2011-01-18 11:54:00,0.16,16422.0,United Kingdom
61672,541479,47599B,BLUE PARTY BAGS ,144,2011-01-18 11:54:00,1.69,16422.0,United Kingdom
61840,541488,71459,HANGING JAM JAR T-LIGHT HOLDER,120,2011-01-18 13:34:00,0.72,15061.0,United Kingdom
63237,541552,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2011-01-19 11:15:00,0.42,15039.0,United Kingdom
63370,541566,21557,SET OF 6 FUNKY BEAKERS,120,2011-01-19 11:50:00,2.55,17722.0,United Kingdom
63514,541575,21773,DECORATIVE ROSE BATHROOM BOTTLE,192,2011-01-19 13:21:00,0.42,15311.0,United Kingdom
63516,541575,21668,RED STRIPE CERAMIC DRAWER KNOB,108,2011-01-19 13:21:00,1.06,15311.0,United Kingdom
64316,541597,37370,RETRO COFFEE MUGS ASSORTED,216,2011-01-19 16:19:00,1.06,14031.0,United Kingdom
64879,541680,82581,TOILET METAL SIGN,250,2011-01-20 14:18:00,0.42,14062.0,United Kingdom
64893,541680,82580,BATHROOM METAL SIGN,250,2011-01-20 14:18:00,0.42,14062.0,United Kingdom
65958,541706,84970S,HANGING HEART ZINC T-LIGHT HOLDER,288,2011-01-21 10:35:00,0.64,18061.0,United Kingdom
66744,541814,22988,SOLDIERS EGG CUP ,144,2011-01-21 15:41:00,1.06,17306.0,United Kingdom
68247,541856,16033,MINI HIGHLIGHTER PENS,120,2011-01-23 15:16:00,0.12,17673.0,United Kingdom
68370,541864,84378,SET OF 3 HEART COOKIE CUTTERS,144,2011-01-23 16:17:00,1.06,13798.0,United Kingdom
68376,541864,21231,SWEETHEART CERAMIC TRINKET BOX,144,2011-01-23 16:17:00,1.06,13798.0,United Kingdom
68379,541864,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,2011-01-23 16:17:00,1.06,13798.0,United Kingdom
68773,541874,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-24 10:01:00,1.45,15497.0,United Kingdom
68778,541874,85016,SET OF 6 VINTAGE NOTELETS KIT,144,2011-01-24 10:01:00,0.65,15497.0,United Kingdom
68906,541880,21213,PACK OF 72 SKULL CAKE CASES,120,2011-01-24 10:38:00,0.42,13819.0,United Kingdom
68911,541880,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-01-24 10:38:00,0.42,13819.0,United Kingdom
68912,541880,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-24 10:38:00,0.42,13819.0,United Kingdom
69394,541970,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-01-24 13:48:00,0.21,15179.0,United Kingdom
69396,541970,22491,PACK OF 12 COLOURED PENCILS,144,2011-01-24 13:48:00,0.72,15179.0,United Kingdom
70353,542005,22740,POLKADOT PEN,144,2011-01-25 11:18:00,0.85,14409.0,United Kingdom
70546,542083,21829,DINOSAUR KEYRINGS ASSORTED,144,2011-01-25 12:26:00,0.21,18008.0,United Kingdom
71437,542126,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2011-01-25 14:53:00,0.55,13001.0,United Kingdom
71439,542126,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-01-25 14:53:00,1.06,13001.0,United Kingdom
71632,542155,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,112,2011-01-26 10:51:00,2.55,15777.0,United Kingdom
71761,542207,17003,BROCADE RING PURSE ,720,2011-01-26 11:34:00,0.16,16422.0,United Kingdom
71763,542207,40016,CHINESE DRAGON PAPER LANTERNS,456,2011-01-26 11:34:00,0.42,16422.0,United Kingdom
71764,542208,21988,PACK OF 6 SKULL PAPER PLATES,192,2011-01-26 11:35:00,0.64,16422.0,United Kingdom
71767,542208,17003,BROCADE RING PURSE ,720,2011-01-26 11:35:00,0.16,16422.0,United Kingdom
71768,542208,47599A,PINK PARTY BAGS,144,2011-01-26 11:35:00,1.69,16422.0,United Kingdom
71772,542208,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-26 11:35:00,0.42,16422.0,United Kingdom
72201,542235,22469,HEART OF WICKER SMALL,120,2011-01-26 13:56:00,1.45,15661.0,United Kingdom
73752,542378,84279B,,192,2011-01-27 13:56:00,0.0,,United Kingdom
73942,542397,84375,SET OF 20 KIDS COOKIE CUTTERS,144,2011-01-27 15:22:00,1.85,13328.0,United Kingdom
74614,542504,37413,,5568,2011-01-28 12:03:00,0.0,,United Kingdom
74615,542505,79063D,,2560,2011-01-28 12:04:00,0.0,,United Kingdom
74643,542508,37467,,136,2011-01-28 12:06:00,0.0,,United Kingdom
76577,542630,22151,PLACE SETTING WHITE HEART,144,2011-01-31 10:08:00,0.42,13784.0,United Kingdom
76592,542632,84991,60 TEATIME FAIRY CAKE CASES,120,2011-01-31 10:13:00,0.42,13324.0,United Kingdom
76593,542632,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-01-31 10:13:00,0.42,13324.0,United Kingdom
77047,542690,70006,LOVE HEART POCKET WARMER,900,2011-01-31 12:33:00,0.42,14298.0,United Kingdom
77056,542691,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-01-31 12:34:00,1.45,13408.0,United Kingdom
77074,542694,15036,ASSORTED COLOURS SILK FAN,600,2011-01-31 12:37:00,0.53,12908.0,United Kingdom
77078,542707,22492,MINI PAINT SET VINTAGE ,108,2011-01-31 12:50:00,0.65,18095.0,United Kingdom
77766,542785,16016,LARGE CHINESE STYLE SCISSOR,200,2011-02-01 10:14:00,0.72,13881.0,United Kingdom
77768,542785,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-02-01 10:14:00,0.42,13881.0,United Kingdom
77829,542789,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-02-01 10:38:00,1.45,17511.0,United Kingdom
78312,542864,21154,RED RETROSPOT OVEN GLOVE ,200,2011-02-01 12:03:00,1.06,13802.0,United Kingdom
78540,542890,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,120,2011-02-01 13:25:00,0.36,15311.0,United Kingdom
78541,542890,47422,ASSORTED MONKEY SUCTION CUP HOOK,120,2011-02-01 13:25:00,0.36,15311.0,United Kingdom
78628,542891,79000,MOROCCAN TEA GLASS,144,2011-02-01 13:26:00,0.65,16705.0,United Kingdom
78652,542892,22151,PLACE SETTING WHITE HEART,432,2011-02-01 13:28:00,0.36,13784.0,United Kingdom
79198,542919,22379,RECYCLING BAG RETROSPOT ,130,2011-02-01 16:47:00,2.1,15971.0,United Kingdom
79328,542930,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-02-02 10:41:00,1.45,14233.0,United Kingdom
80650,543047,21137,BLACK RECORD COVER FRAME,480,2011-02-03 09:42:00,3.39,16210.0,United Kingdom
80659,543049,79063C,,320,2011-02-03 10:09:00,0.0,,United Kingdom
80665,543051,79062D,,960,2011-02-03 10:15:00,0.0,,United Kingdom
80742,543057,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2592,2011-02-03 10:50:00,0.21,16333.0,United Kingdom
80743,543057,21915,RED  HARMONICA IN BOX ,420,2011-02-03 10:50:00,1.06,16333.0,United Kingdom
80978,543099,21980,PACK OF 12 RED RETROSPOT TISSUES ,432,2011-02-03 12:00:00,0.25,16684.0,United Kingdom
80980,543099,22710,WRAP I LOVE LONDON ,200,2011-02-03 12:00:00,0.34,16684.0,United Kingdom
80981,543099,22713,CARD I LOVE LONDON ,204,2011-02-03 12:00:00,0.36,16684.0,United Kingdom
80983,543099,22985,"WRAP, BILLBOARD FONTS DESIGN",800,2011-02-03 12:00:00,0.34,16684.0,United Kingdom
80984,543099,22983,CARD BILLBOARD FONT,300,2011-02-03 12:00:00,0.36,16684.0,United Kingdom
80992,543099,21877,HOME SWEET HOME MUG,144,2011-02-03 12:00:00,1.06,16684.0,United Kingdom
80993,543099,22988,SOLDIERS EGG CUP ,144,2011-02-03 12:00:00,1.06,16684.0,United Kingdom
80995,543099,22659,LUNCH BOX I LOVE LONDON,320,2011-02-03 12:00:00,1.65,16684.0,United Kingdom
80996,543099,22629,SPACEBOY LUNCH BOX ,320,2011-02-03 12:00:00,1.65,16684.0,United Kingdom
80999,543099,22348,TEA BAG PLATE RED RETROSPOT,288,2011-02-03 12:00:00,0.72,16684.0,United Kingdom
81006,543099,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,144,2011-02-03 12:00:00,1.69,16684.0,United Kingdom
81007,543099,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,144,2011-02-03 12:00:00,1.69,16684.0,United Kingdom
81008,543099,22652,TRAVEL SEWING KIT,200,2011-02-03 12:00:00,1.45,16684.0,United Kingdom
81009,543099,21977,PACK OF 60 PINK PAISLEY CAKE CASES,480,2011-02-03 12:00:00,0.42,16684.0,United Kingdom
81010,543099,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-02-03 12:00:00,0.42,16684.0,United Kingdom
81011,543099,21984,PACK OF 12 PINK PAISLEY TISSUES ,432,2011-02-03 12:00:00,0.25,16684.0,United Kingdom
81638,543168,82580,BATHROOM METAL SIGN,250,2011-02-04 08:58:00,0.42,13694.0,United Kingdom
81640,543168,22412,METAL SIGN NEIGHBOURHOOD WITCH ,144,2011-02-04 08:58:00,1.85,13694.0,United Kingdom
81641,543168,44235,ASS COL CIRCLE MOBILE ,432,2011-02-04 08:58:00,0.36,13694.0,United Kingdom
81642,543168,44234,ASSORTED CIRCULAR MOBILE,432,2011-02-04 08:58:00,0.18,13694.0,United Kingdom
81643,543169,21788,KIDS RAIN MAC BLUE,144,2011-02-04 08:59:00,0.65,13694.0,United Kingdom
81655,543170,22492,MINI PAINT SET VINTAGE ,108,2011-02-04 09:03:00,0.65,17334.0,United Kingdom
81916,543182,22174,PHOTO CUBE,101,2011-02-04 10:40:00,3.29,,United Kingdom
82150,543190,20983,12 PENCILS TALL TUBE RED RETROSPOT,120,2011-02-04 11:52:00,0.85,17226.0,United Kingdom
82203,543192,22563,HAPPY STENCIL CRAFT,288,2011-02-04 11:55:00,1.06,17381.0,United Kingdom
82204,543192,22564,ALPHABET STENCIL CRAFT,144,2011-02-04 11:55:00,1.06,17381.0,United Kingdom
82205,543192,15036,ASSORTED COLOURS SILK FAN,1200,2011-02-04 11:55:00,0.65,17381.0,United Kingdom
82206,543192,21703,BAG 125g SWIRLY MARBLES,192,2011-02-04 11:55:00,0.42,17381.0,United Kingdom
82208,543192,22616,PACK OF 12 LONDON TISSUES ,864,2011-02-04 11:55:00,0.29,17381.0,United Kingdom
82209,543192,22555,PLASTERS IN TIN STRONGMAN,192,2011-02-04 11:55:00,1.65,17381.0,United Kingdom
82688,543248,85150,LADIES & GENTLEMEN METAL SIGN,192,2011-02-04 14:25:00,1.69,16029.0,United Kingdom
82795,543258,84611B,,1287,2011-02-04 16:06:00,0.0,,United Kingdom
82934,543276,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2011-02-06 13:57:00,0.55,16525.0,United Kingdom
